LASTNAME,FIRSTNAME,MIDDLENAME,NAMESUFFIX,RADDNUMBER,RHALFCODE,RPREDIRECTION,RSTREETNAME,RPOSTDIRECTION,RAPARTMENTTYPE,RAPARTMENT,RADDRNONSTD,RCITY,RZIP5,RZIP4,MAILADD1,MAILADD2,MAILADD3,MAILADD4,DOB,GENDER,ENROLLMENT,OTHERPARTY,COUNTYCODE,ED,LD,TOWNCITY,WARD,CD,SD,AD,LASTVOTERDATE,PREVYEARVOTED,PREVCOUNTY,PREVADDRESS,PREVNAME,COUNTYVRNUMBER,REGDATE,VRSOURCE,IDREQUIRED,IDMET,STATUS,REASONCODE,INACT_DATE,PURGE_DATE,SBOEID,voterhistory
CARROLL,RYAN,B,,3720,,,HERNANDEZ PATH,,,,,ENDWELL,13795,,,,,,19881001,F,DEM,,04,8,9,Kirkwood,6,19,52,121,20140103,,,,,6584837,20160320,CBOE,N,N,A,,,,NYde6ef1a9-c32b-,2024 Primary Election(P);2024 Presidential Primary Election(A);2024 General Election(E);2022 General Election(A);2022 Primary Election(P);2020 Presidential Primary Election(P);2020 Primary Election(P);2020 General Election(E);2018 General Election(A);2018 Primary Election(P);2016 General Election(P);2016 Presidential Primary Election(P);2016 Primary Election(P)
WRIGHT,JOAN,,,3772,,,PATEL ISLANDS,,APT,,,JOHNSON CITY,13760,,,,,,19290823,F,BLK,,04,1,10,Vestal,14,19,52,123,20020904,,,,,8899281,19931109,CBOE,N,N,A,,,,NY3fd532f4-5535-,2023 General Election(P);2016 General Election(E)
GARRETT,MICHAEL,,,3525,,,CONNOR STATION,,,,,VESTAL,13904,,,,,,19920622,M,BLK,,04,15,10,Colesville,7,19,52,124,20240711,,,,,2247247,20220510,AGCY,Y,Y,A,,,,NY569c366b-ba18-,2024 General Election(P);2022 General Election(P)
SANCHEZ,THOMAS,,,3864,,,RONALD STATION,,APT,,,ENDICOTT,13904,,,,,,19350411,F,REP,OTH,04,1,4,Windsor,2,19,52,124,20080119,,,,,7610207,19871108,AGCY,Y,N,A,,,,NY45d2dcd7-2d0a-,2024 Primary Election(P);2023 General Election(P);2022 Primary Election(P);2022 General Election(A);2021 General Election(P);2020 General Election(P);2020 Presidential Primary Election(E);2020 Primary Election(P);2016 Primary Election(P);2016 Presidential Primary Election(P);2015 General Election(A);2014 General Election(P);2012 Primary Election(E);2011 General Election(E);2009 General Election(E);2008 General Election(P);2008 Presidential Primary Election(P);2007 General Election(P);2006 Primary Election(P);2005 General Election(P);2004 Presidential Primary Election(P);2003 General Election(P);2002 General Election(P);2000 General Election(P)
LEWIS,DOROTHY,M,,339,,,TURNER PINES,,,,,JOHNSON CITY,13904,,,,,,19120315,M,OTH,,04,34,5,Lisle,4,19,52,121,20011206,,,,,3013701,19880924,AGCY,N,N,A,MAIL-CHECK,,,NYf11ec220-1ff0-,2018 Primary Election(P);2016 Primary Election(E);2014 Primary Election(P);2012 Presidential Primary Election(P);2010 Primary Election(P)
MORA,ANDREW,,,1517,,,SANDRA SPUR,,,,,BINGHAMTON,13790,,,,,,19320225,M,REP,IND,04,14,6,Union,1,19,52,121,20060622,,,,,9385471,19860524,MAIL,Y,Y,A,,,,NYf80dd5fa-34fb-,2025 General Election(P);2023 General Election(P);2019 General Election(M);2016 Primary Election(M);2011 General Election(E);2009 General Election(E)
FLETCHER,MICHAEL,,,311,,,KENT SPRINGS,,,,,ENDICOTT,13760,,,,,,19340605,M,DEM,,04,30,11,Vestal,15,19,52,124,20100226,,,,,1865924,19880707,CBOE,Y,Y,A,,,,NY2d1b4beb-6c2c-,2022 General Election(P)
SOLIS,CINDY,,,3175,,,TIFFANY SQUARES,,,,,JOHNSON CITY,13904,,,,,,19590902,F,BLK,,04,13,12,Chenango,5,19,52,123,20200903,,,,,5330570,19930406,DMV,N,Y,A,MAIL-CHECK,,,NY00eb20c5-3376-,2024 Presidential Primary Election(A);2022 Primary Election(P);2022 General Election(P);2021 General Election(P);2020 General Election(E);2020 Primary Election(A);2020 Presidential Primary Election(A);2019 General Election(P);2018 General Election(P);2017 General Election(E);2016 General Election(P);2015 General Election(P);2014 Primary Election(P);2014 General Election(A);2012 General Election(E);2012 Presidential Primary Election(P);2012 Primary Election(M);2010 Primary Election(P);2010 General Election(P);2009 General Election(P);2008 Presidential Primary Election(P);2008 General Election(P);2008 Primary Election(E);2007 General Election(P);2005 General Election(P);2004 Primary Election(P);2003 General Election(P);2002 Primary Election(P);2002 General Election(P);2000 Presidential Primary Election(P);2000 General Election(P);2000 Primary Election(P)
CALDWELL,EMILY,M,,825,,,HUNT THROUGHWAY,,,,,BINGHAMTON,13904,,,,,,19271016,M,DEM,,04,6,8,Town Binghamton,8,19,52,124,20090311,,,,,8805224,19880513,MAIL,Y,N,A,,,,NY434bab72-ffd8-,2020 Presidential Primary Election(A);2016 General Election(P);2015 General Election(P);2009 General Election(P);2006 Primary Election(P);2000 Presidential Primary Election(P)
LEE,THERESA,,,3242,,,BRADLEY CAUSEWAY,,APT,,,VESTAL,13760,,,,,,19481204,M,REP,,04,5,10,Colesville,14,19,52,121,20170708,,,,,5189028,19870216,AGCY,N,N,A,MAIL-CHECK,,,NYcc6a162c-fdaf-,2019 General Election(P);2004 Primary Election(P)
GRANT,ALEXANDER,,,3230,,,TIMOTHY JUNCTIONS,,APT,,,JOHNSON CITY,13760,,,,,,19941107,F,BLK,,04,28,12,Colesville,10,19,52,121,20000106,,,,,1344507,20200120,AGCY,N,N,A,,,,NY7d080b42-bf32-,2024 Primary Election(M);2024 General Election(P)
REYNOLDS,THOMAS,,,1636,,,HARPER MANORS,,,,,JOHNSON CITY,13790,,,,,,19260722,M,DEM,,04,23,6,Union,6,19,52,124,20150919,,,,,4796711,19980414,DMV,Y,N,I,,20240610,,NYfcd0b787-bf4d-,2024 Primary Election(P);2019 General Election(P);2006 General Election(P);2004 General Election(E);2000 Primary Election(P)
WILLIAMS,CATHERINE,D,,3337,,,MELISSA POINT,,,,,JOHNSON CITY,13760,,,,,,19090316,M,OTH,,04,16,14,Colesville,9,19,52,124,20080816,,,,,5394872,19850201,MAIL,Y,N,I,,,,NY8096c882-8160-,2024 General Election(P);2020 Presidential Primary Election(E);2019 General Election(E);2007 General Election(P);2002 General Election(T)
HINTON,DANIEL,A,,3238,,,KARINA HAVEN,,APT,,,BINGHAMTON,13903,,,,,,19410102,M,DEM,,04,31,7,City Binghamton,3,19,52,124,20231107,,,,,8424283,19810628,AGCY,N,Y,A,,,,NY4bc784d1-afd9-,2024 Primary Election(P)
RUSSELL,JAMES,,,3427,,,ELIZABETH DRIVES,,,,,ENDICOTT,13795,,,,,,19690204,M,DEM,,04,7,14,Vestal,11,19,52,121,20110223,,,,,9115188,20070801,CBOE,Y,N,A,,,,NY1fdb66ed-9004-,2023 General Election(A);2023 Primary Election(P);2021 General Election(A);2017 Primary Election(P);2015 General Election(M);2007 General Election(P)
BROWN,MATTHEW,,,1542,,,LOPEZ MILL,,,,,ENDWELL,13904,,,,,,19610417,M,OTH,,04,11,5,Maine,9,19,52,121,20040221,,,,,2826660,20140808,AGCY,N,N,A,,,,NY38402332-08c5-,2024 Primary Election(P);2024 General Election(E);2022 General Election(A);2020 General Election(F);2020 Primary Election(P);2018 General Election(A);2018 Primary Election(P);2016 Primary Election(E);2016 General Election(E);2014 General Election(P);2014 Primary Election(M)
WRIGHT,SANDRA,A,,525,,,KRISTEN PARKWAYS,,,9,,JOHNSON CITY,13905,,,,,,19370312,F,BLK,,04,29,9,Vestal,2,19,52,123,20190816,,,,,8140266,20120706,MAIL,Y,Y,A,,,,NY353dc8a4-c9bd-,2024 Presidential Primary Election(P);2022 General Election(E);2020 Presidential Primary Election(P);2020 Primary Election(P);2014 Primary Election(E);2012 General Election(E)
TORRES,SARA,,,1977,,,CHEN LAKES,,,,,ENDWELL,13760,,,,,,19450723,F,BLK,,04,30,5,Union,4,19,52,124,20100402,,,,,3359689,20100609,DMV,Y,Y,A,,,,NY48e57685-e6da-,2018 Primary Election(M);2010 General Election(P)
VARGAS,APRIL,,,2214,,,GARCIA COURT,,APT,,,BINGHAMTON,13905,,,,,,19310305,M,DEM,,04,29,5,Kirkwood,9,19,52,124,20060502,,,,,1215235,19940805,AGCY,N,Y,A,,,,NY6519ebf5-9915-,2018 General Election(P);2006 Primary Election(E);2005 General Election(E)
THOMAS,MICHAEL,,,3669,,,PETERSEN WAYS,,,3,,ENDWELL,13904,,,,,,19391216,M,BLK,,04,36,13,Vestal,6,19,52,124,20130616,,,,,6269780,19930222,DMV,Y,N,A,,,,NY4e5610de-bb8f-,2022 General Election(E);2014 Primary Election(M);2004 General Election(P);2000 General Election(P);2000 Presidential Primary Election(P)
DOMINGUEZ,THERESA,M,,2618,,,NEWTON VALLEYS,,,,,JOHNSON CITY,13901,,,,,,19651011,M,OTH,,04,35,1,Union,8,19,52,121,20200519,,,,,1383287,19890103,MAIL,N,Y,A,,,,NYd5703cf7-54c9-,2023 General Election(P);2018 Primary Election(M);2017 General Election(P);2008 Presidential Primary Election(O);2004 Primary Election(A)
ROBERTS,HOLLY,,,1734,,,NIELSEN PORT,,,,,ENDWELL,13905,,,,,,19620210,F,REP,,04,12,11,Lisle,2,19,52,124,20100420,,,,,5623852,20161113,DMV,N,N,A,,,,NYebb6ab8c-57da-,2024 General Election(P);2024 Primary Election(P);2024 Presidential Primary Election(P);2022 General Election(P);2020 Presidential Primary Election(P);2020 General Election(A);2020 Primary Election(E);2018 Primary Election(P);2018 General Election(A);2016 Presidential Primary Election(P);2016 General Election(P);2016 Primary Election(P)
BROCK,TAMMY,,,595,,,MELISSA MISSION,,,1,,BINGHAMTON,13790,,,,,,19590912,F,REP,,04,14,8,Maine,2,19,52,121,20031006,,,,,1921785,20000916,MAIL,N,N,A,,,,NYeb18cfa0-4dbe-,2024 General Election(P);2020 Primary Election(A);2017 General Election(P);2016 Presidential Primary Election(P);2008 General Election(F);2008 Presidential Primary Election(P);2006 General Election(T)
PARKER,PAUL,,,1127,,,BURKE COVE,,,,,VESTAL,13760,,,,,,19470903,F,REP,,04,4,7,Vestal,5,19,52,121,20081105,,,,,7399750,20070506,AGCY,N,N,A,,,,NY421c6980-e630-,2023 General Election(P)
HOWARD,KENNETH,,,1724,,,SARA FORT,,APT,,,ENDICOTT,13795,,,,,,19550813,M,REP,,04,15,9,Conklin,13,19,52,121,20230806,,,,,9431122,19890824,CBOE,Y,Y,A,,,,NY4d8b5492-aee8-,2025 General Election(P);2024 Presidential Primary Election(O);2024 General Election(P);2023 General Election(P);2022 Primary Election(E);2022 General Election(A);2021 General Election(A);2020 Primary Election(P);2020 Presidential Primary Election(P);2018 General Election(P);2017 General Election(A);2016 General Election(P);2015 General Election(P);2014 General Election(A);2013 General Election(P);2012 Primary Election(P);2012 General Election(A);2011 General Election(P);2010 Primary Election(P);2010 General Election(E);2009 General Election(P);2008 Presidential Primary Election(P);2008 General Election(P);2007 General Election(P);2006 General Election(P);2005 General Election(P);2004 Primary Election(P);2004 Presidential Primary Election(P);2004 General Election(P);2002 Primary Election(P);2002 General Election(P);2001 General Election(M);2000 Primary Election(A);2000 Presidential Primary Election(P);2000 General Election(P)
SWEENEY,CHRISTIAN,,,2611,,,NATHAN ORCHARD,,,8,,ENDWELL,13850,,,,,,19351019,F,REP,,04,18,13,Union,10,19,52,123,20010710,,,,,6497911,19960724,DMV,N,Y,A,,,,NY19bec45a-56a7-,2012 Primary Election(P)
MARTIN,RONALD,D,,3003,,,JOHN REST,,,,,JOHNSON CITY,13904,,,,,,19140606,F,REP,,04,13,13,Conklin,1,19,52,121,20040518,,,,,5374804,19800309,CBOE,N,N,A,,,,NYafe70b0e-2cad-,2020 Primary Election(E)
GARCIA,ANTHONY,,,3809,,,DAVIS ROADS,,,,,BINGHAMTON,13901,,,,,,19690925,F,REP,,04,30,6,Chenango,7,19,52,123,20200818,,,,,5161801,19890601,MAIL,Y,N,A,,20221122,,NYb1861c12-9f38-,2025 General Election(P);2024 General Election(P);2023 General Election(A);2020 General Election(P);2020 Presidential Primary Election(E);2020 Primary Election(E);2019 General Election(P);2018 General Election(P);2017 General Election(P);2016 Presidential Primary Election(P);2016 General Election(P);2015 General Election(A);2014 Primary Election(A);2014 General Election(A);2012 Primary Election(P);2011 General Election(P);2010 Primary Election(P);2010 General Election(P);2009 General Election(P);2007 General Election(P);2006 Primary Election(A);2004 General Election(P);2004 Primary Election(P);2002 General Election(A)
CARDENAS,ANTHONY,,,2032,,,SPENCER FOREST,,APT,6,,ENDWELL,13850,,,,,,19420609,F,DEM,,04,6,1,City Binghamton,11,19,52,124,20110604,,,,,6331171,19950125,DMV,Y,N,A,,,,NY541ccac6-ae74-,2020 General Election(P)
GREEN,BENJAMIN,,,2057,,,STEVEN ROUTE,,,,,VESTAL,13903,,,,,,19360325,M,DEM,,04,27,8,Chenango,11,19,52,124,20050418,,,,,6967161,19820109,CBOE,N,Y,A,MAIL-CHECK,,,NY959c7519-4877-,2017 General Election(P)
ROY,LAWRENCE,L,,3938,,,JOSEPH VISTA,,,,,JOHNSON CITY,13903,,,,,,19420914,M,BLK,,04,8,3,Conklin,14,19,52,121,20200612,,,,,1105195,19911001,DMV,Y,N,A,,,,NYe8fabed6-531a-,2016 Presidential Primary Election(P);2012 Primary Election(P);2012 Presidential Primary Election(P);2012 General Election(P);2010 General Election(P);2006 Primary Election(E);2006 General Election(A);2004 Presidential Primary Election(P);2002 General Election(P);2002 Primary Election(P);2000 Primary Election(P)
BARNES,JOSHUA,,,1509,,,EVANS SHOALS,,,9,,JOHNSON CITY,13905,,,,,,19761011,F,DEM,IND,04,20,2,City Binghamton,1,19,52,121,20161125,,,,,3768627,20080928,AGCY,N,N,A,,,,NY1afc6798-bb2e-,2020 Presidential Primary Election(P);2012 Primary Election(A);2008 General Election(E)
SCHNEIDER,CHRISTINE,,,1861,,,MILLER UNDERPASS,,,3,,VESTAL,13795,,,,,,19440203,M,DEM,,04,27,11,Windsor,6,19,52,121,20060612,,,,,9408141,20081011,AGCY,Y,Y,I,,,,NY1f6261d3-c5e9-,2018 General Election(A);2014 Primary Election(P);2012 Primary Election(P);2012 Presidential Primary Election(P);2010 Primary Election(P);2010 General Election(P)
MORGAN,ROBERT,,,3162,,,ANDERSON JUNCTIONS,,APT,,,JOHNSON CITY,13904,,,,,,19330714,M,OTH,,04,6,4,Maine,4,19,52,121,20110728,,,,,9094509,20020708,CBOE,Y,N,A,,,,NY810be354-3638-,2024 General Election(P);2022 General Election(A);2020 General Election(P);2018 Primary Election(P);2018 General Election(A);2012 General Election(P);2010 General Election(P);2006 Primary Election(A);2004 General Election(A)
BURTON,DANIEL,,,2743,,,JONES TUNNEL,,,,,ENDICOTT,13760,,,,,,19790627,M,DEM,,04,24,1,Lisle,9,19,52,124,20051207,,,,,9555001,20020509,AGCY,Y,Y,A,MAIL-CHECK,,,NYc3945d22-d865-,2022 General Election(P);2016 Primary Election(P);2014 Primary Election(P);2010 General Election(P);2006 General Election(P);2006 Primary Election(E);2002 General Election(P)
MCCOY,BENJAMIN,V,,1503,,,MONICA GROVE,,,,,ENDWELL,13901,,,,,,19680509,M,REP,,04,10,10,Kirkwood,8,19,52,121,20180225,,,,,9464684,19901204,DMV,N,Y,A,,,,NYa93ea9ee-a559-,2024 Presidential Primary Election(D);2019 General Election(P);2018 General Election(P);2017 General Election(P);2008 Primary Election(P)
ADAMS,DARREN,,,1053,,,JONES ESTATES,,,,,JOHNSON CITY,13760,,,,,,19200703,M,REP,,04,4,3,Vestal,7,19,52,123,20190411,,,,,3827499,19950912,CBOE,N,Y,A,,,,NY994a1e2c-5332-,2024 Presidential Primary Election(P);2023 General Election(P);2022 Primary Election(P);2021 General Election(P);2018 General Election(P);2016 Primary Election(P);2016 General Election(P);2015 General Election(A);2014 Primary Election(P);2012 General Election(P);2012 Presidential Primary Election(P);2012 Primary Election(P);2011 General Election(P);2009 General Election(P);2008 Presidential Primary Election(P);2007 General Election(P);2006 Primary Election(P);2000 Presidential Primary Election(P)
BALDWIN,JACOB,M,,1161,,,WILSON TRACK,,,,,BINGHAMTON,13901,,,,,,19230425,M,DEM,,04,21,6,Maine,8,19,52,121,20051102,,,,,6578703,19950123,DMV,Y,N,A,,,,NYb28ad4e2-a12b-,2025 General Election(A);2024 Presidential Primary Election(P);2023 General Election(A);2022 General Election(P);2020 Presidential Primary Election(P);2018 Primary Election(E);2018 General Election(A);2017 General Election(A);2016 General Election(P);2016 Presidential Primary Election(A);2015 General Election(P);2013 General Election(A);2012 General Election(P);2011 General Election(P);2010 Primary Election(P);2009 General Election(P);2007 General Election(P);2004 General Election(P);2000 General Election(P);2000 Primary Election(P)
FUENTES,VALERIE,,,146,,,SARA SPRING,,,,,VESTAL,13903,,,,,,19750510,M,DEM,LBT,04,17,9,Chenango,14,19,52,124,20181105,,,,,7797609,20060206,MAIL,N,Y,A,,,,NYc593ba34-1018-,2016 General Election(E);2010 Primary Election(A)
TAYLOR,KELLY,,,367,,,THOMAS COURTS,,,,,JOHNSON CITY,13795,,,,,,19420117,F,OTH,,04,18,10,Conklin,15,19,52,123,20031018,,,,,1740087,19990903,AGCY,Y,Y,A,,,,NY4aec2831-e665-,2025 General Election(M);2023 General Election(P);2022 Primary Election(P);2022 General Election(A);2020 Presidential Primary Election(A);2020 Primary Election(A);2020 General Election(F);2016 General Election(P);2016 Presidential Primary Election(P);2014 General Election(E);2005 General Election(P);2002 General Election(P);2001 General Election(P);2000 Presidential Primary Election(P)
MARTINEZ,MICHAEL,,,3667,,,WARD STATION,,,,,JOHNSON CITY,13790,,,,,,19720804,M,DEM,,04,15,2,Chenango,8,19,52,124,20211205,,,,,8877450,20181213,AGCY,N,Y,A,,20190915,,NY4b9b5856-2543-,2024 Primary Election(P);2024 General Election(P);2022 Primary Election(P);2022 General Election(P);2020 General Election(P);2020 Primary Election(E);2018 Primary Election(A);2018 General Election(E)
BROWN,VIRGINIA,,,3540,,,THOMAS BROOK,,,,,ENDICOTT,13850,,,,,,19540518,M,REP,,04,25,4,Kirkwood,4,19,52,123,20220805,,,,,2436564,19851116,CBOE,N,N,A,,,,NYa29d032d-7f2c-,2017 General Election(P);2006 Primary Election(T)
WILLIAMSON,ASHLEY,,,2707,,,RACHEL CROSSING,,,,,BINGHAMTON,13850,,,,,,19310202,F,DEM,,04,27,10,Union,6,19,52,124,20060524,,,,,9255543,20060710,DMV,Y,Y,A,,,,NY890309ad-05c5-,2024 General Election(P);2020 General Election(P);2008 Primary Election(A)
MURPHY,DAVID,,,2569,,,WELLS MOUNTAINS,,,6,,ENDICOTT,13790,,,,,,19640519,F,DEM,,04,29,5,Kirkwood,2,19,52,123,20051205,,,,,3743965,19860624,CBOE,Y,N,A,,,,NYf4b66a70-c400-,2016 General Election(P);2012 General Election(A);2012 Presidential Primary Election(A);2011 General Election(M);2010 Primary Election(P);2008 General Election(A);2005 General Election(P);2004 Primary Election(P);2004 Presidential Primary Election(P);2003 General Election(P);2002 General Election(A);2001 General Election(M);2000 Presidential Primary Election(P);2000 General Election(P)
SCHNEIDER,KRISTIN,J,SR,1689,,,YVETTE VILLAGE,,,,,ENDWELL,13905,,,,,,19630724,F,REP,,04,19,13,Colesville,11,19,52,124,20060305,,,,,9777783,19930117,DMV,Y,Y,I,,,,NY35653bbe-02f7-,2024 Primary Election(E);2023 General Election(P);2019 General Election(M);2016 Primary Election(A);2016 Presidential Primary Election(E);2015 General Election(P);2008 General Election(A);2007 General Election(E);2006 General Election(A);2000 Presidential Primary Election(E);2000 General Election(E)
SIMPSON,BETTY,,SR,1228,,,SARAH DAM,,,,,BINGHAMTON,13903,,,,,,19601004,M,BLK,,04,18,10,Kirkwood,15,19,52,124,20200722,,,,,1492868,20050214,MAIL,N,N,I,,20190625,,NY730ef40e-653e-,2019 General Election(P)
JOHNSON,NATHANIEL,C,,453,,,BARTON PINE,,,,,BINGHAMTON,13904,,,,,,19381014,M,DEM,,04,19,4,Colesville,3,19,52,121,20090514,,,,,3497592,19890820,AGCY,N,Y,A,,,,NYf216ec68-353c-,2009 General Election(P)
DAVIS,JEREMY,,,611,,,JASON LOCK,,,,,JOHNSON CITY,13904,,,,,,19210421,M,REP,,04,8,5,Union,8,19,52,121,20040206,,,,,9590315,19961120,CBOE,Y,Y,A,,,,NY53604fe2-e0a0-,2004 Presidential Primary Election(P)
FIELDS,ERIN,,,3460,,,RICHARD HAVEN,,APT,,,VESTAL,13903,,,,,,19270206,M,REP,,04,13,1,City Binghamton,1,19,52,124,20110926,,,,,2928077,20021114,DMV,Y,N,A,,,,NYc8083f75-c8bd-,2020 General Election(A);2012 Primary Election(P);2008 Primary Election(P)
THOMPSON,DANIELLE,,,3917,,,BRADFORD POINTS,,,,,ENDICOTT,13850,,,,,,19350524,F,REP,,04,12,2,Union,7,19,52,121,20181122,,,,,9949035,19930515,MAIL,N,Y,A,,,,NY4d5482d9-70d7-,2022 General Election(E);2020 Presidential Primary Election(F);2018 Primary Election(A);2018 General Election(P);2017 General Election(P);2016 General Election(P);2013 General Election(E);2012 General Election(P);2010 General Election(M);2009 General Election(A);2008 General Election(P);2007 General Election(M);2002 General Election(M)
WILLIAMS,MEGHAN,,,1827,,,HOWELL STREET,,APT,,,JOHNSON CITY,13904,,,,,,19771204,F,DEM,,04,7,5,City Binghamton,11,19,52,121,20210803,,,,,4076912,20130421,DMV,N,N,A,,,,NYa5f33287-d690-,2025 General Election(A);2025 General Election(P);2025 Primary Election(A);2023 General Election(A);2023 General Election(A);2023 Primary Election(P);2021 General Election(E);2021 Primary Election(P);2021 General Election(P);2019 Primary Election(A);2019 General Election(P);2019 General Election(P);2017 Primary Election(P);2017 General Election(P);2017 General Election(E);2015 General Election(P);2015 General Election(E);2015 Primary Election(P);2013 Primary Election(P);2013 General Election(P);2013 General Election(P)
